protein_id	specimen_id	lower_limit_of_quantitation	protein_expression	quality_control	unit	upper_limit_of_quantitation
P39900	508	7.62939	240.43946	Pass	PG/ML	15624.9999
P04141	508	0.23842	0.14532	Pass	PG/ML	7812.50002
P09919	508	7.62939	364.5392	Pass	PG/ML	62500.00009
P15692	508	0.47684	215.84833	Pass	PG/ML	7812.50003
Q9P0M4	508	1.90735	19.75774	Pass	PG/ML	7812.5
P01133	508	0.47684	349.82704	Pass	PG/ML	976.5625
P13500	508	0.23842	229.50526	Pass	PG/ML	3906.25002
Q16552	508	0.11921	1.04647	Pass	PG/ML	15625.00005
P13725	508	0.11921	2.24403	Pass	PG/ML	1953.125
P09603	508	0.23842	118.43488	Pass	PG/ML	3906.24999
P13236	508	0.11921	68.31565	Pass	PG/ML	3906.25001
O14625	508	0.11921	204.32767	Pass	PG/ML	1953.12499
P01374	508	0.11921	3.77432	Pass	PG/ML	3906.25001
P80098	508	0.11921	0.69946	Pass	PG/ML	1953.125
P03956	508	0.95367	1686.41398	Pass	PG/ML	7812.49998
P80075	588	0.0298	30.88105	Pass	PG/ML	1953.125
O95760	588	0.23842	0.04146	Pass	PG/ML	7812.50001
P48061	588	30.51758	160.62917	Pass	PG/ML	31249.99966
P78380	588	0.95367	52.34014	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	588	0.23842	7.58672	Pass	PG/ML	31250.0
P60568	588	0.11921	0.00536	Pass	PG/ML	3906.25003
Q07325	588	0.11921	29.17036	Pass	PG/ML	1953.12499
P01135	588	0.47684	3.84044	Pass	PG/ML	1953.12499
P01584	588	0.19073	0.03722	Pass	PG/ML	3125.00001
P05231	588	0.0596	1.28268	Pass	PG/ML	3906.25
P05112	588	0.0596	0.01098	Pass	PG/ML	3906.25
O43508	588	3.8147	268.70113	Pass	PG/ML	15625.00004
Q969D9	588	0.47684	nan	Pass	PG/ML	7812.50001
P51671	588	0.23842	150.84942	Pass	PG/ML	15624.99998
P14210	588	0.23842	131.28637	Pass	PG/ML	15624.99995
P49771	588	0.95367	66.99598	Pass	PG/ML	3906.25003
Q96PD4	588	0.23842	0.2721	Pass	PG/ML	3906.24998
P13232	588	0.23842	0.81633	Pass	PG/ML	1953.125
P35225	588	0.47684	4.18713	Pass	PG/ML	15625.00001
Q14116	588	0.95367	290.70515	Pass	PG/ML	15624.99996
Q99616	588	0.0596	117.47828	Pass	PG/ML	1953.125
P50591	588	0.95367	312.58351	Pass	PG/ML	7812.5
P02778	588	0.11921	59.89179	Pass	PG/ML	1953.12501
P01579	588	0.0298	0.1939	Pass	PG/ML	3906.25001
P22301	588	0.11921	2.78055	Pass	PG/ML	31250.00005
Q99731	588	0.95367	139.00184	Pass	PG/ML	1953.125
P01375	588	3.8147	9.3882	Pass	PG/ML	15625.00004
P40933	588	0.11921	14.04199	Pass	PG/ML	15624.99998
P10147	588	0.0298	3.04991	Pass	PG/ML	1953.125
P10145	588	0.23842	5.2601	Pass	PG/ML	1953.125
P39900	588	7.62939	131.36813	Pass	PG/ML	15624.9999
P04141	588	0.23842	0.18877	Pass	PG/ML	7812.50002
P09919	588	7.62939	89.40066	Pass	PG/ML	62500.00009
P15692	588	0.47684	228.97977	Pass	PG/ML	7812.50003
Q9P0M4	588	1.90735	7.63732	Pass	PG/ML	7812.5
P01133	588	0.47684	117.91661	Pass	PG/ML	976.5625
P13500	588	0.23842	243.85232	Pass	PG/ML	3906.25002
Q16552	588	0.11921	0.5675	Pass	PG/ML	15625.00005
P13725	588	0.11921	1.06555	Pass	PG/ML	1953.125
P09603	588	0.23842	111.72113	Pass	PG/ML	3906.24999
P13236	588	0.11921	27.33858	Pass	PG/ML	3906.25001
O14625	588	0.11921	280.80977	Pass	PG/ML	1953.12499
P01374	588	0.11921	8.26061	Pass	PG/ML	3906.25001
P80098	588	0.11921	1.76929	Pass	PG/ML	1953.125
P03956	588	0.95367	799.27006	Pass	PG/ML	7812.49998
P80075	531	0.0298	22.63553	Pass	PG/ML	1953.125
O95760	531	0.23842	0.13955	Pass	PG/ML	7812.50001
P48061	531	30.51758	203.32565	Pass	PG/ML	31249.99966
P78380	531	0.95367	41.10805	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	531	0.23842	4.22803	Pass	PG/ML	31250.0
P60568	531	0.11921	0.01431	Pass	PG/ML	3906.25003
Q07325	531	0.11921	127.84654	Pass	PG/ML	1953.12499
P01135	531	0.47684	3.39159	Pass	PG/ML	1953.12499
P01584	531	0.19073	0.14155	Pass	PG/ML	3125.00001
P05231	531	0.0596	2.25448	Pass	PG/ML	3906.25
P05112	531	0.0596	0.01166	Pass	PG/ML	3906.25
O43508	531	3.8147	378.82419	Pass	PG/ML	15625.00004
Q969D9	531	0.47684	0.04106	Pass	PG/ML	7812.50001
P51671	531	0.23842	268.62711	Pass	PG/ML	15624.99998
P14210	531	0.23842	101.77534	Pass	PG/ML	15624.99995
P49771	531	0.95367	86.37289	Pass	PG/ML	3906.25003
Q96PD4	531	0.23842	0.34486	Pass	PG/ML	3906.24998
P13232	531	0.23842	0.94785	Pass	PG/ML	1953.125
P35225	531	0.47684	0.12893	Pass	PG/ML	15625.00001
Q14116	531	0.95367	282.53638	Pass	PG/ML	15624.99996
Q99616	531	0.0596	342.04695	Pass	PG/ML	1953.125
P50591	531	0.95367	440.88032	Pass	PG/ML	7812.5
P02778	531	0.11921	131.16268	Pass	PG/ML	1953.12501
P01579	531	0.0298	0.10451	Pass	PG/ML	3906.25001
P22301	531	0.11921	4.70616	Pass	PG/ML	31250.00005
Q99731	531	0.95367	140.79419	Pass	PG/ML	1953.125
P01375	531	3.8147	15.08747	Pass	PG/ML	15625.00004
P40933	531	0.11921	13.17814	Pass	PG/ML	15624.99998
P10147	531	0.0298	4.30093	Pass	PG/ML	1953.125
P10145	531	0.23842	5.38654	Pass	PG/ML	1953.125
P39900	531	7.62939	204.66975	Pass	PG/ML	15624.9999
P04141	531	0.23842	0.20271	Pass	PG/ML	7812.50002
P09919	531	7.62939	105.68701	Pass	PG/ML	62500.00009
P15692	531	0.47684	148.86225	Pass	PG/ML	7812.50003
Q9P0M4	531	1.90735	19.70207	Pass	PG/ML	7812.5
P01133	531	0.47684	233.72518	Pass	PG/ML	976.5625
P13500	531	0.23842	235.78163	Pass	PG/ML	3906.25002
Q16552	531	0.11921	1.08166	Pass	PG/ML	15625.00005
P13725	531	0.11921	0.56484	Pass	PG/ML	1953.125
P09603	531	0.23842	110.12167	Pass	PG/ML	3906.24999
P13236	531	0.11921	72.53187	Pass	PG/ML	3906.25001
O14625	531	0.11921	706.55104	Pass	PG/ML	1953.12499
P01374	531	0.11921	9.34082	Pass	PG/ML	3906.25001
P80098	531	0.11921	2.42974	Pass	PG/ML	1953.125
P03956	531	0.95367	770.90683	Pass	PG/ML	7812.49998
P80075	634	0.0298	30.76315	Pass	PG/ML	1953.125
O95760	634	0.23842	0.133	Pass	PG/ML	7812.50001
P48061	634	30.51758	172.2742	Pass	PG/ML	31249.99966
P78380	634	0.95367	30.34549	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	634	0.23842	4.42184	Pass	PG/ML	31250.0
P60568	634	0.11921	0.00941	Pass	PG/ML	3906.25003
Q07325	634	0.11921	49.14089	Pass	PG/ML	1953.12499
P01135	634	0.47684	4.60572	Pass	PG/ML	1953.12499
P01584	634	0.19073	0.08257	Pass	PG/ML	3125.00001
P05231	634	0.0596	1.88261	Pass	PG/ML	3906.25
P05112	634	0.0596	0.01014	Pass	PG/ML	3906.25
O43508	634	3.8147	454.01813	Pass	PG/ML	15625.00004
Q969D9	634	0.47684	0.22588	Pass	PG/ML	7812.50001
P51671	634	0.23842	173.27786	Pass	PG/ML	15624.99998
P14210	634	0.23842	92.05185	Pass	PG/ML	15624.99995
P49771	634	0.95367	97.09403	Pass	PG/ML	3906.25003
Q96PD4	634	0.23842	0.5417	Pass	PG/ML	3906.24998
P13232	634	0.23842	1.08585	Pass	PG/ML	1953.125
P35225	634	0.47684	0.78121	Pass	PG/ML	15625.00001
Q14116	634	0.95367	233.63796	Pass	PG/ML	15624.99996
Q99616	634	0.0596	219.87516	Pass	PG/ML	1953.125
P50591	634	0.95367	302.26679	Pass	PG/ML	7812.5
P02778	634	0.11921	65.41408	Pass	PG/ML	1953.12501
P01579	634	0.0298	0.33412	Pass	PG/ML	3906.25001
P22301	634	0.11921	4.0332	Pass	PG/ML	31250.00005
Q99731	634	0.95367	219.1987	Pass	PG/ML	1953.125
P01375	634	3.8147	12.24946	Pass	PG/ML	15625.00004
P40933	634	0.11921	8.96364	Pass	PG/ML	15624.99998
P10147	634	0.0298	3.14737	Pass	PG/ML	1953.125
P10145	634	0.23842	3.22704	Pass	PG/ML	1953.125
P39900	634	7.62939	170.88065	Pass	PG/ML	15624.9999
P04141	634	0.23842	0.12746	Pass	PG/ML	7812.50002
P09919	634	7.62939	77.92158	Pass	PG/ML	62500.00009
P15692	634	0.47684	169.65897	Pass	PG/ML	7812.50003
Q9P0M4	634	1.90735	12.48323	Pass	PG/ML	7812.5
P01133	634	0.47684	144.41215	Pass	PG/ML	976.5625
P13500	634	0.23842	251.14482	Pass	PG/ML	3906.25002
Q16552	634	0.11921	0.57664	Pass	PG/ML	15625.00005
P13725	634	0.11921	0.41383	Pass	PG/ML	1953.125
P09603	634	0.23842	118.68478	Pass	PG/ML	3906.24999
P13236	634	0.11921	48.10787	Pass	PG/ML	3906.25001
O14625	634	0.11921	351.69494	Pass	PG/ML	1953.12499
P01374	634	0.11921	10.89322	Pass	PG/ML	3906.25001
P80098	634	0.11921	1.23304	Pass	PG/ML	1953.125
P03956	634	0.95367	485.43412	Pass	PG/ML	7812.49998
P80075	506	0.0298	52.94493	Pass	PG/ML	1953.125
O95760	506	0.23842	0.21298	Pass	PG/ML	7812.50001
P48061	506	30.51758	188.82478	Pass	PG/ML	31249.99966
P78380	506	0.95367	46.69279	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	506	0.23842	4.33343	Pass	PG/ML	31250.0
P60568	506	0.11921	0.00315	Pass	PG/ML	3906.25003
Q07325	506	0.11921	46.38606	Pass	PG/ML	1953.12499
P01135	506	0.47684	3.60735	Pass	PG/ML	1953.12499
P01584	506	0.19073	0.19848	Pass	PG/ML	3125.00001
P05231	506	0.0596	11.74543	Pass	PG/ML	3906.25
P05112	506	0.0596	0.0099	Pass	PG/ML	3906.25
O43508	506	3.8147	316.36127	Pass	PG/ML	15625.00004
Q969D9	506	0.47684	0.08109	Pass	PG/ML	7812.50001
P51671	506	0.23842	53.77182	Pass	PG/ML	15624.99998
P14210	506	0.23842	150.1563	Pass	PG/ML	15624.99995
P49771	506	0.95367	187.96276	Pass	PG/ML	3906.25003
Q96PD4	506	0.23842	0.64337	Pass	PG/ML	3906.24998
P13232	506	0.23842	0.91124	Pass	PG/ML	1953.125
P35225	506	0.47684	0.36598	Pass	PG/ML	15625.00001
Q14116	506	0.95367	240.91254	Pass	PG/ML	15624.99996
Q99616	506	0.0596	93.28874	Pass	PG/ML	1953.125
P50591	506	0.95367	348.59388	Pass	PG/ML	7812.5
P02778	506	0.11921	83.19056	Pass	PG/ML	1953.12501
P01579	506	0.0298	0.34091	Pass	PG/ML	3906.25001
P22301	506	0.11921	3.8909	Pass	PG/ML	31250.00005
Q99731	506	0.95367	115.41953	Pass	PG/ML	1953.125
P01375	506	3.8147	12.60116	Pass	PG/ML	15625.00004
P40933	506	0.11921	15.53273	Pass	PG/ML	15624.99998
P10147	506	0.0298	5.8071	Pass	PG/ML	1953.125
P10145	506	0.23842	4.82335	Pass	PG/ML	1953.125
P39900	506	7.62939	200.60332	Pass	PG/ML	15624.9999
P04141	506	0.23842	0.13595	Pass	PG/ML	7812.50002
P09919	506	7.62939	403.56517	Pass	PG/ML	62500.00009
P15692	506	0.47684	228.75458	Pass	PG/ML	7812.50003
Q9P0M4	506	1.90735	13.27354	Pass	PG/ML	7812.5
P01133	506	0.47684	368.91671	Pass	PG/ML	976.5625
P13500	506	0.23842	279.09629	Pass	PG/ML	3906.25002
Q16552	506	0.11921	1.2258	Pass	PG/ML	15625.00005
P13725	506	0.11921	0.76572	Pass	PG/ML	1953.125
P09603	506	0.23842	119.57524	Pass	PG/ML	3906.24999
P13236	506	0.11921	67.96056	Pass	PG/ML	3906.25001
O14625	506	0.11921	174.1406	Pass	PG/ML	1953.12499
P01374	506	0.11921	4.68262	Pass	PG/ML	3906.25001
P80098	506	0.11921	0.70482	Pass	PG/ML	1953.125
P03956	506	0.95367	1469.56974	Pass	PG/ML	7812.49998
P80075	654	0.0298	26.9982	Pass	PG/ML	1953.125
O95760	654	0.23842	0.11822	Pass	PG/ML	7812.50001
P48061	654	30.51758	238.56206	Pass	PG/ML	31249.99966
P78380	654	0.95367	26.8838	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	654	0.23842	4.48672	Pass	PG/ML	31250.0
P60568	654	0.11921	0.00864	Pass	PG/ML	3906.25003
Q07325	654	0.11921	31.91821	Pass	PG/ML	1953.12499
P01135	654	0.47684	4.18007	Pass	PG/ML	1953.12499
P01584	654	0.19073	0.15864	Pass	PG/ML	3125.00001
P05231	654	0.0596	1.05321	Pass	PG/ML	3906.25
P05112	654	0.0596	0.01064	Pass	PG/ML	3906.25
O43508	654	3.8147	410.93817	Pass	PG/ML	15625.00004
Q969D9	654	0.47684	0.14425	Pass	PG/ML	7812.50001
P51671	654	0.23842	235.81006	Pass	PG/ML	15624.99998
P14210	654	0.23842	120.10201	Pass	PG/ML	15624.99995
P49771	654	0.95367	83.62006	Pass	PG/ML	3906.25003
Q96PD4	654	0.23842	0.98023	Pass	PG/ML	3906.24998
P13232	654	0.23842	0.74975	Pass	PG/ML	1953.125
P35225	654	0.47684	0.0908	Pass	PG/ML	15625.00001
Q14116	654	0.95367	207.2698	Pass	PG/ML	15624.99996
Q99616	654	0.0596	249.35275	Pass	PG/ML	1953.125
P50591	654	0.95367	330.86089	Pass	PG/ML	7812.5
P02778	654	0.11921	54.53199	Pass	PG/ML	1953.12501
P01579	654	0.0298	0.09731	Pass	PG/ML	3906.25001
P22301	654	0.11921	6.08077	Pass	PG/ML	31250.00005
Q99731	654	0.95367	91.73612	Pass	PG/ML	1953.125
P01375	654	3.8147	10.26907	Pass	PG/ML	15625.00004
P40933	654	0.11921	10.76513	Pass	PG/ML	15624.99998
P10147	654	0.0298	3.43811	Pass	PG/ML	1953.125
P10145	654	0.23842	4.12173	Pass	PG/ML	1953.125
P39900	654	7.62939	271.87181	Pass	PG/ML	15624.9999
P04141	654	0.23842	0.0746	Pass	PG/ML	7812.50002
P09919	654	7.62939	80.58418	Pass	PG/ML	62500.00009
P15692	654	0.47684	148.31338	Pass	PG/ML	7812.50003
Q9P0M4	654	1.90735	18.71254	Pass	PG/ML	7812.5
P01133	654	0.47684	259.29244	Pass	PG/ML	976.5625
P13500	654	0.23842	212.4896	Pass	PG/ML	3906.25002
Q16552	654	0.11921	0.79797	Pass	PG/ML	15625.00005
P13725	654	0.11921	0.37042	Pass	PG/ML	1953.125
P09603	654	0.23842	120.76007	Pass	PG/ML	3906.24999
P13236	654	0.11921	67.21673	Pass	PG/ML	3906.25001
O14625	654	0.11921	275.29773	Pass	PG/ML	1953.12499
P01374	654	0.11921	10.24295	Pass	PG/ML	3906.25001
P80098	654	0.11921	1.46596	Pass	PG/ML	1953.125
P03956	654	0.95367	502.7977	Pass	PG/ML	7812.49998
P80075	652	0.0298	30.67073	Pass	PG/ML	1953.125
O95760	652	0.23842	0.07532	Pass	PG/ML	7812.50001
P48061	652	30.51758	220.35093	Pass	PG/ML	31249.99966
P78380	652	0.95367	50.06964	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	652	0.23842	3.55092	Pass	PG/ML	31250.0
P60568	652	0.11921	0.00553	Pass	PG/ML	3906.25003
Q07325	652	0.11921	41.99711	Pass	PG/ML	1953.12499
P01135	652	0.47684	4.39966	Pass	PG/ML	1953.12499
P01584	652	0.19073	0.09666	Pass	PG/ML	3125.00001
P05231	652	0.0596	1.88808	Pass	PG/ML	3906.25
P05112	652	0.0596	0.01448	Pass	PG/ML	3906.25
O43508	652	3.8147	423.87129	Pass	PG/ML	15625.00004
Q969D9	652	0.47684	0.08434	Pass	PG/ML	7812.50001
P51671	652	0.23842	223.54248	Pass	PG/ML	15624.99998
P14210	652	0.23842	137.94894	Pass	PG/ML	15624.99995
P49771	652	0.95367	84.8408	Pass	PG/ML	3906.25003
Q96PD4	652	0.23842	0.76848	Pass	PG/ML	3906.24998
P13232	652	0.23842	0.66195	Pass	PG/ML	1953.125
P35225	652	0.47684	0.01737	Pass	PG/ML	15625.00001
Q14116	652	0.95367	229.20081	Pass	PG/ML	15624.99996
Q99616	652	0.0596	233.07437	Pass	PG/ML	1953.125
P50591	652	0.95367	380.74818	Pass	PG/ML	7812.5
P02778	652	0.11921	62.086	Pass	PG/ML	1953.12501
P01579	652	0.0298	0.21448	Pass	PG/ML	3906.25001
P22301	652	0.11921	7.09933	Pass	PG/ML	31250.00005
Q99731	652	0.95367	118.30487	Pass	PG/ML	1953.125
P01375	652	3.8147	12.8126	Pass	PG/ML	15625.00004
P40933	652	0.11921	10.92538	Pass	PG/ML	15624.99998
P10147	652	0.0298	3.53961	Pass	PG/ML	1953.125
P10145	652	0.23842	4.77842	Pass	PG/ML	1953.125
P39900	652	7.62939	306.80106	Pass	PG/ML	15624.9999
P04141	652	0.23842	0.07673	Pass	PG/ML	7812.50002
P09919	652	7.62939	65.12582	Pass	PG/ML	62500.00009
P15692	652	0.47684	164.83133	Pass	PG/ML	7812.50003
Q9P0M4	652	1.90735	8.87232	Pass	PG/ML	7812.5
P01133	652	0.47684	144.16762	Pass	PG/ML	976.5625
P13500	652	0.23842	201.98854	Pass	PG/ML	3906.25002
Q16552	652	0.11921	0.51296	Pass	PG/ML	15625.00005
P13725	652	0.11921	1.46847	Pass	PG/ML	1953.125
P09603	652	0.23842	125.27219	Pass	PG/ML	3906.24999
P13236	652	0.11921	62.98124	Pass	PG/ML	3906.25001
O14625	652	0.11921	363.92821	Pass	PG/ML	1953.12499
P01374	652	0.11921	9.85877	Pass	PG/ML	3906.25001
P80098	652	0.11921	1.74542	Pass	PG/ML	1953.125
P03956	652	0.95367	376.95933	Pass	PG/ML	7812.49998
P80075	498	0.0298	63.21269	Pass	PG/ML	1953.125
O95760	498	0.23842	0.10246	Pass	PG/ML	7812.50001
P48061	498	30.51758	177.75467	Pass	PG/ML	31249.99966
P78380	498	0.95367	237.91899	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	498	0.23842	1.33409	Pass	PG/ML	31250.0
P60568	498	0.11921	0.00552	Pass	PG/ML	3906.25003
Q07325	498	0.11921	56.20225	Pass	PG/ML	1953.12499
P01135	498	0.47684	6.02767	Pass	PG/ML	1953.12499
P01584	498	0.19073	0.12058	Pass	PG/ML	3125.00001
P05231	498	0.0596	2.14369	Pass	PG/ML	3906.25
P05112	498	0.0596	0.01197	Pass	PG/ML	3906.25
O43508	498	3.8147	410.9326	Pass	PG/ML	15625.00004
Q969D9	498	0.47684	0.19344	Pass	PG/ML	7812.50001
P51671	498	0.23842	300.00562	Pass	PG/ML	15624.99998
P14210	498	0.23842	147.78026	Pass	PG/ML	15624.99995
P49771	498	0.95367	76.01811	Pass	PG/ML	3906.25003
Q96PD4	498	0.23842	0.18762	Pass	PG/ML	3906.24998
P13232	498	0.23842	0.73637	Pass	PG/ML	1953.125
P35225	498	0.47684	0.34033	Pass	PG/ML	15625.00001
Q14116	498	0.95367	339.68834	Pass	PG/ML	15624.99996
Q99616	498	0.0596	624.05554	Pass	PG/ML	1953.125
P50591	498	0.95367	468.72046	Pass	PG/ML	7812.5
P02778	498	0.11921	69.04288	Pass	PG/ML	1953.12501
P01579	498	0.0298	0.21097	Pass	PG/ML	3906.25001
P22301	498	0.11921	7.09966	Pass	PG/ML	31250.00005
Q99731	498	0.95367	169.17528	Pass	PG/ML	1953.125
P01375	498	3.8147	17.55154	Pass	PG/ML	15625.00004
P40933	498	0.11921	7.06843	Pass	PG/ML	15624.99998
P10147	498	0.0298	11.365	Pass	PG/ML	1953.125
P10145	498	0.23842	13.57019	Pass	PG/ML	1953.125
P39900	498	7.62939	222.93512	Pass	PG/ML	15624.9999
P04141	498	0.23842	0.18285	Pass	PG/ML	7812.50002
P09919	498	7.62939	27.60819	Pass	PG/ML	62500.00009
P15692	498	0.47684	225.298	Pass	PG/ML	7812.50003
Q9P0M4	498	1.90735	9.39019	Pass	PG/ML	7812.5
P01133	498	0.47684	258.8427	Pass	PG/ML	976.5625
P13500	498	0.23842	322.56587	Pass	PG/ML	3906.25002
Q16552	498	0.11921	0.48632	Pass	PG/ML	15625.00005
P13725	498	0.11921	3.41999	Pass	PG/ML	1953.125
P09603	498	0.23842	136.34449	Pass	PG/ML	3906.24999
P13236	498	0.11921	101.17537	Pass	PG/ML	3906.25001
O14625	498	0.11921	574.83313	Pass	PG/ML	1953.12499
P01374	498	0.11921	10.5514	Pass	PG/ML	3906.25001
P80098	498	0.11921	1.61659	Pass	PG/ML	1953.125
P03956	498	0.95367	670.48136	Pass	PG/ML	7812.49998
P80075	586	0.0298	47.07735	Pass	PG/ML	1953.125
O95760	586	0.23842	0.10399	Pass	PG/ML	7812.50001
P48061	586	30.51758	160.97429	Pass	PG/ML	31249.99966
P78380	586	0.95367	113.40726	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	586	0.23842	6.19462	Pass	PG/ML	31250.0
P60568	586	0.11921	nan	Pass	PG/ML	3906.25003
Q07325	586	0.11921	31.16395	Pass	PG/ML	1953.12499
P01135	586	0.47684	5.86962	Pass	PG/ML	1953.12499
P01584	586	0.19073	0.16266	Pass	PG/ML	3125.00001
P05231	586	0.0596	1.09443	Pass	PG/ML	3906.25
P05112	586	0.0596	0.01522	Pass	PG/ML	3906.25
O43508	586	3.8147	264.29722	Pass	PG/ML	15625.00004
Q969D9	586	0.47684	nan	Pass	PG/ML	7812.50001
P51671	586	0.23842	125.34459	Pass	PG/ML	15624.99998
P14210	586	0.23842	140.79397	Pass	PG/ML	15624.99995
P49771	586	0.95367	82.92422	Pass	PG/ML	3906.25003
Q96PD4	586	0.23842	0.30566	Pass	PG/ML	3906.24998
P13232	586	0.23842	1.45702	Pass	PG/ML	1953.125
P35225	586	0.47684	3.08947	Pass	PG/ML	15625.00001
Q14116	586	0.95367	303.5392	Pass	PG/ML	15624.99996
Q99616	586	0.0596	118.62063	Pass	PG/ML	1953.125
P50591	586	0.95367	295.2913	Pass	PG/ML	7812.5
P02778	586	0.11921	60.26422	Pass	PG/ML	1953.12501
P01579	586	0.0298	0.28514	Pass	PG/ML	3906.25001
P22301	586	0.11921	3.74184	Pass	PG/ML	31250.00005
Q99731	586	0.95367	109.57542	Pass	PG/ML	1953.125
P01375	586	3.8147	12.05938	Pass	PG/ML	15625.00004
P40933	586	0.11921	11.38231	Pass	PG/ML	15624.99998
P10147	586	0.0298	3.89802	Pass	PG/ML	1953.125
P10145	586	0.23842	6.48467	Pass	PG/ML	1953.125
P39900	586	7.62939	136.92536	Pass	PG/ML	15624.9999
P04141	586	0.23842	0.16391	Pass	PG/ML	7812.50002
P09919	586	7.62939	58.60614	Pass	PG/ML	62500.00009
P15692	586	0.47684	272.24477	Pass	PG/ML	7812.50003
Q9P0M4	586	1.90735	7.07161	Pass	PG/ML	7812.5
P01133	586	0.47684	401.75951	Pass	PG/ML	976.5625
P13500	586	0.23842	191.7897	Pass	PG/ML	3906.25002
Q16552	586	0.11921	0.34589	Pass	PG/ML	15625.00005
P13725	586	0.11921	3.01092	Pass	PG/ML	1953.125
P09603	586	0.23842	126.47184	Pass	PG/ML	3906.24999
P13236	586	0.11921	37.30393	Pass	PG/ML	3906.25001
O14625	586	0.11921	305.3994	Pass	PG/ML	1953.12499
P01374	586	0.11921	7.78543	Pass	PG/ML	3906.25001
P80098	586	0.11921	1.68683	Pass	PG/ML	1953.125
P03956	586	0.95367	1683.92568	Pass	PG/ML	7812.49998
P80075	589	0.0298	35.26392	Pass	PG/ML	1953.125
O95760	589	0.23842	0.07407	Pass	PG/ML	7812.50001
P48061	589	30.51758	164.04214	Pass	PG/ML	31249.99966
P78380	589	0.95367	37.94993	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	589	0.23842	8.24624	Pass	PG/ML	31250.0
P60568	589	0.11921	nan	Pass	PG/ML	3906.25003
Q07325	589	0.11921	32.29582	Pass	PG/ML	1953.12499
P01135	589	0.47684	4.00749	Pass	PG/ML	1953.12499
P01584	589	0.19073	0.08598	Pass	PG/ML	3125.00001
P05231	589	0.0596	1.82701	Pass	PG/ML	3906.25
P05112	589	0.0596	0.0105	Pass	PG/ML	3906.25
O43508	589	3.8147	293.69676	Pass	PG/ML	15625.00004
Q969D9	589	0.47684	nan	Pass	PG/ML	7812.50001
P51671	589	0.23842	170.22889	Pass	PG/ML	15624.99998
P14210	589	0.23842	120.59434	Pass	PG/ML	15624.99995
P49771	589	0.95367	64.84341	Pass	PG/ML	3906.25003
Q96PD4	589	0.23842	0.30456	Pass	PG/ML	3906.24998
P13232	589	0.23842	0.98839	Pass	PG/ML	1953.125
P35225	589	0.47684	2.83981	Pass	PG/ML	15625.00001
Q14116	589	0.95367	339.2939	Pass	PG/ML	15624.99996
Q99616	589	0.0596	124.42216	Pass	PG/ML	1953.125
P50591	589	0.95367	324.78802	Pass	PG/ML	7812.5
P02778	589	0.11921	69.39502	Pass	PG/ML	1953.12501
P01579	589	0.0298	0.28714	Pass	PG/ML	3906.25001
P22301	589	0.11921	2.93371	Pass	PG/ML	31250.00005
Q99731	589	0.95367	140.65564	Pass	PG/ML	1953.125
P01375	589	3.8147	10.28509	Pass	PG/ML	15625.00004
P40933	589	0.11921	12.48953	Pass	PG/ML	15624.99998
P10147	589	0.0298	3.15352	Pass	PG/ML	1953.125
P10145	589	0.23842	4.43112	Pass	PG/ML	1953.125
P39900	589	7.62939	136.3084	Pass	PG/ML	15624.9999
P04141	589	0.23842	0.25093	Pass	PG/ML	7812.50002
P09919	589	7.62939	88.43238	Pass	PG/ML	62500.00009
P15692	589	0.47684	239.81229	Pass	PG/ML	7812.50003
Q9P0M4	589	1.90735	22.46929	Pass	PG/ML	7812.5
P01133	589	0.47684	194.50836	Pass	PG/ML	976.5625
P13500	589	0.23842	244.50083	Pass	PG/ML	3906.25002
Q16552	589	0.11921	0.46848	Pass	PG/ML	15625.00005
P13725	589	0.11921	0.53512	Pass	PG/ML	1953.125
P09603	589	0.23842	113.27669	Pass	PG/ML	3906.24999
P13236	589	0.11921	32.92692	Pass	PG/ML	3906.25001
O14625	589	0.11921	312.35114	Pass	PG/ML	1953.12499
P01374	589	0.11921	10.08826	Pass	PG/ML	3906.25001
P80098	589	0.11921	1.60151	Pass	PG/ML	1953.125
P03956	589	0.95367	957.34965	Pass	PG/ML	7812.49998
P80075	633	0.0298	35.47962	Pass	PG/ML	1953.125
O95760	633	0.23842	0.17667	Pass	PG/ML	7812.50001
P48061	633	30.51758	178.65594	Pass	PG/ML	31249.99966
P78380	633	0.95367	53.07236	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	633	0.23842	3.95769	Pass	PG/ML	31250.0
P60568	633	0.11921	0.00686	Pass	PG/ML	3906.25003
Q07325	633	0.11921	72.24308	Pass	PG/ML	1953.12499
P01135	633	0.47684	3.71592	Pass	PG/ML	1953.12499
P01584	633	0.19073	0.28997	Pass	PG/ML	3125.00001
P05231	633	0.0596	1.2092	Pass	PG/ML	3906.25
P05112	633	0.0596	0.01085	Pass	PG/ML	3906.25
O43508	633	3.8147	473.36675	Pass	PG/ML	15625.00004
Q969D9	633	0.47684	0.21564	Pass	PG/ML	7812.50001
